原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 1:55:59,96583.22,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,新竹市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,全部資料,,,,,本府已開放於下列網址,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://opendata.hccg.gov.tw/dataset/traffic-20190107-153849-9301,,
96583,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,基隆市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",全國電動公車運營路線號及運行車輛數與廠牌資料,"運營縣市,運營路線,運營路線號,運營車輛數,車輛廠牌,車輛型號",呼應行政院2030年公車全面電動化之政策目標,468,熱***中,2018/12/21 17:46,https://data.gov.tw/node/96583,淑貞,2019/4/28 下午 2:49:57,96583.23,需要全國登載電動公車實際運營路線號及運行車輛數與廠牌資料，並定期更新,臺北市政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 3:02:44,96456,需要全國省縣道即時路況資訊,要分案,F. 要分案,派發給「中央部會」與「地方政府」,派發機關數量有落差,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 4:51:04,96456.3,需要全國省縣道即時路況資訊,高雄市政府,D. 無法判斷 (跳D 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"准駁摘要：查本局刻正配合交通部運輸研究所以本市為例建置完整交通事件資訊蒐集平臺，俟該平臺建置完成且試行穩定後，未來本局將與交通部再評估開放外部介接之可行性，目前可參考本市資料開放平台交通大隊api所提供交通即時事故案件資料。
 備註：開放平台交通大隊api 是否已算提供，需要外部協助驗證",後續跟追,可再邀請領域專家確認機關回覆內容,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 4:58:53,96456.4,需要全國省縣道即時路況資訊,臺東縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),已提供單筆查詢功能,,本縣無可偵測路況之設備，即時交通資訊廣播，Google Map所提供之路況亦較官方所能提供之資訊為準確、即時,提到民間 google map 已有資訊足以使用,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:38:45,96456.5,需要全國省縣道即時路況資訊,嘉義市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,全部資料,,,,,交通部之「交通服務e網通」及「交通事件資訊整合與發佈平台」統一彙整發布即時路況並設有API供加值業者介接應用，嘉義市政府另開發行動裝置iOS與Android兩大平台「GOGO遊嘉義」APP，裡面可顯示本府工務處發布之施工地點,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:42:02,96456.6,需要全國省縣道即時路況資訊,屏東縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:07:38,96456.7,需要全國省縣道即時路況資訊,南投縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),建置中,,僅能於事後統計取得地點等資訊，尚無法即時提供介接。內政部警政署刻正導入警用行動手提電腦結合交通事故定位，未來如擴大應用可提供交通事故即時位置供應用軟體App介接服務,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 3:38:57,96456.8,需要全國省縣道即時路況資訊,花蓮縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),,,並無相關資料,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 4:08:33,96456.9,需要全國省縣道即時路況資訊,澎湖縣政府,D. 無法判斷 (跳D 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"准駁摘要：快樂聯播網澎湖廣播電台，請用路人逕至「交通服務E網通」網站點閱
 備註：交通服務E網通似有開放資料 http://e-iot.iot.gov.tw/",可再邀請領域專家確認機關回覆內容,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:43:00,96456.11,需要全國省縣道即時路況資訊,金門縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 3:37:20,96456.12,需要全國省縣道即時路況資訊,苗栗縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,查內政部警政署警察廣播電臺網站(「首頁>便民服務>即時路況」項下，https://www.pbs.gov.tw/cht/index.php?code=list&ids=30)已有提供全國即時路況資訊查詢,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:43:35,96456.13,需要全國省縣道即時路況資訊,雲林縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 3:30:11,96456.14,需要全國省縣道即時路況資訊,桃園市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,省道資訊可至公路總局智慧化省道即時資訊服務網,都是圖台，但資料無法下載,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:30:15,96456.15,需要全國省縣道即時路況資訊,彰化縣政府,D. 無法判斷 (跳D 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"准駁摘要：由交通部「交通事件資訊整合與發佈平台」統一彙整發佈並供加值業者介接應用
 備註：似有開放資料 http://e-iot.iot.gov.tw/",可再邀請領域專家確認機關回覆內容,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 5:32:01,96456.16,需要全國省縣道即時路況資訊,宜蘭縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,已提供單筆查詢功能,,,本府已於本縣即時交通資訊網提供即時道路路況資訊,,,,,,,,,,,,
96456,需要全國省縣道即時路況資訊,"交通部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,彰化縣政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,路況發生地區、道路編號、路況編號、輸入時間、路況內容、路況來源…,導航系統及交通路況APP導入全國各路段即時路況，提供用路人提前避開事故路段。,769,a***2,2018/12/19 9:11,https://data.gov.tw/node/96456,淑貞,2019/4/28 下午 4:03:01,96456.17,需要全國省縣道即時路況資訊,新北市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,非資料所有機關,已提供單筆查詢功能,,內政部警政署警察廣播電臺已有全國路況彙整系統，可先洽該單位,商業加值應用需求,經典或重大案例,,,,,,,,,,
